,Naam,Gemeente,"Personeelsbestand (Laatste jaar)
Laatst beschikb. jr","Omzet
EUR
Laatst beschikb. jr","Totaal der activa
EUR
Laatst beschikb. jr",WCM - Naam,Telefoon,E-mail adres,"BvD ID
nummer","Netto toegevoegde waarde
EUR
Laatst beschikb. jr",Ondernemingsnummer,Adres,Postcode,Web adres,"Ibid, omschrijving",Beursnotatie
5777,DIM:S PROJECT INTERIEURS,HOUTHALEN,6,n.b.,520948,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 30 30 95,,BE0505881526,218379,0505 881 526,Lijsterstraat 16 b.HAL8,3530,,Schrijnwerk,Niet beursgenoteerd
5778,HAILSOLUTIONS,BILZEN,2,n.b.,459644,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 41 56 63,,BE0505891523,133640,0505 891 523,Bremakker 21,3740,,Carrosserieherstelling,Niet beursgenoteerd
5779,LAEREMANS & HENKENS,PAAL,2,n.b.,216676,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 23 36 56,,BE0505902906,172935,0505 902 906,Schaffensesteenweg 171,3583,,Agenten en makelaars in bankdiensten,Niet beursgenoteerd
5780,SHIA,ZOLDER,1,n.b.,453833,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0505952988,187680,0505 952 988,Sint-Jobstraat 164,3550,,Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering,Niet beursgenoteerd
5781,SABOOGA,SINT-TRUIDEN,2,n.b.,168339,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 67 16 68,,BE0505997728,97408,0505 997 728,Stapelstraat 53,3800,,"Detailhandel in bloemen, planten, zaden en kunstmeststoffen in gespecialiseerde winkels",Niet beursgenoteerd
5782,BELLEFROID VERZEKERINGEN,BORGLOON,1,n.b.,166382,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 67 24 20,,BE0506630208,118059,0506 630 208,Tongersesteenweg 54B,3840,,Verzekeringsagenten en -makelaars,Niet beursgenoteerd
5783,CF CONSTRUCTIONS,OUDSBERGEN,2,n.b.,550728,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 25 91 25,,BE0506643668,162722,0506 643 668,Heidebloemstraat 11,3660,,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
5784,ESSEC GROUP,PAAL,4,n.b.,7689610,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 45 04 61,,BE0506660791,225526,0506 660 791,Schoebroekstraat 48,3583,,Holdings,Niet beursgenoteerd
5785,CLAUDIA CREEMERS,OPITTER,2,n.b.,43312,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0506664553,20161,0506 664 553,Bergstraat 79,3960,,Fitnesscentra,Niet beursgenoteerd
5786,JOB-ART,SINT-TRUIDEN,2,n.b.,148001,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0506685141,180936,0506 685 141,Halmaalweg 21 b.202,3800,,"Andere vormen van maatschappelijke dienstverlening zonder huisvesting, n.e.g.",Niet beursgenoteerd
5787,ACA,HASSELT,1,n.b.,116664,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0506690287,22989,0506 690 287,Jef Koningslaan 8,3500,,Overige vormen van onderwijs,Niet beursgenoteerd
5788,DEUTSCHE GRUNDLICHKEIT,LOMMEL,1,n.b.,98524,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0506703848,56022,0506 703 848,Kerkstraat 58 C,3920,,Schrijnwerk,Niet beursgenoteerd
5789,S.F. CONSTRUCTIE,GENK,1,n.b.,402028,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 488 693 611,,BE0506730869,135303,0506 730 869,Brentjestraat 15,3600,,Vervaardiging van metalen constructiewerken en delen daarvan,Niet beursgenoteerd
5790,SUSSA,HASSELT,2,n.b.,1374997,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0506731364,404997,0506 731 364,Sint-Hubertusplein 46,3500,,Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte tussen 400 m² en minder dan 2500 m²),Niet beursgenoteerd
5791,R.V.D.S.,PELT,8,n.b.,1219517,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 471 247 070,,BE0506764028,834396,0506 764 028,Haltstraat 50,3900,,Elektrotechnische installatiewerken aan gebouwen,Niet beursgenoteerd
5792,OPMERKELIJK,BEVERLO,3,n.b.,138911,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 493 344 128,,BE0506775510,128821,0506 775 510,Eggestraat 10,3581,,Overige vormen van onderwijs,Niet beursgenoteerd
5793,BLOOLOC,HASSELT,4,n.b.,1702874,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 85 22 85,,BE0506804610,-132023,0506 804 610,Kempische Steenweg 303 b.200,3500,,Overige technische testen en toetsen,Niet beursgenoteerd
5794,BISTRO 11,SINT-TRUIDEN,2,n.b.,286393,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 69 49 00,,BE0506819060,74806,0506 819 060,Clement Cartuyvelsstraat 21,3800,,"Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen",Niet beursgenoteerd
5795,BIKON,BEVERST,1,n.b.,2658614,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0506880824,231165,0506 880 824,Kortebosstraat 12,3740,,Fokken van schapen en geiten,Niet beursgenoteerd
5796,BEMEDEX,STOKKEM,1,n.b.,77860,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0506882210,62963,0506 882 210,Steenkuilstraat 56,3650,,Schatten en evalueren van onroerend goed voor een vast bedrag of op contractbasis,Niet beursgenoteerd
5797,SKELLET BENELUX,GENK,6,n.b.,1383286,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 23 90 62,,BE0506886069,286775,0506 886 069,Kompellaan 11,3600,,Vervaardiging van metalen constructiewerken en delen daarvan,Niet beursgenoteerd
5798,SIENECO,PELT,1,n.b.,278471,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 75 51 76,,BE0506899333,63610,0506 899 333,Over 't Waterstraat 24,3900,,Diverse administratieve activiteiten ten behoeve van kantoren,Niet beursgenoteerd
5799,EXPRESS DIEPENBEEK,DIEPENBEEK,8,n.b.,269397,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 484 519 565,,BE0506927839,221771,0506 927 839,Sint-Janslaan 2,3590,,Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte tussen 100 m² en minder dan 400 m²),Niet beursgenoteerd
5800,ARCHITEKTENBURO ERIK MARTENS & PARTNERS,MAASEIK,1,n.b.,578007,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 56 53 78,,BE0506932886,214439,0506 932 886,Heirweg 12,3680,,Bouwarchitecten,Niet beursgenoteerd
5801,KURT SCHUTTERS,KAULILLE,1,n.b.,62912,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 473 613 956,,BE0506968520,19245,0506 968 520,Fabriekstraat 63,3950,,Plaatsen van vloer- en wandtegels,Niet beursgenoteerd
5802,THERMO-CLEAN HEUSDEN-ZOLDER,ZOLDER,32,n.b.,3557864,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 53 90 60,,BE0506981584,3403853,0506 981 584,Dellestraat 45,3550,,Oppervlaktebehandeling van metalen,Niet beursgenoteerd
5803,COEMANS.COM,LOMMEL,3,n.b.,760746,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 54 56 66,,BE0507581501,201652,0507 581 501,Lutlommel 40 A,3920,,"Gegevensverwerking, webhosting en aanverwante activiteiten",Niet beursgenoteerd
5804,HUIS VAN LOON,SINT-TRUIDEN,4,n.b.,9870943,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0507654448,228766,0507 654 448,Sint-Jorisstraat 4020,3800,,Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering,Niet beursgenoteerd
5805,VONCKERS,ZONHOVEN,1,n.b.,268617,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 494 618 555,,BE0507680182,67635,0507 680 182,Molenweg 21,3520,,Eetgelegenheden met beperkte bediening,Niet beursgenoteerd
5806,VHL HOLDING,ZOLDER,1,n.b.,573823,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0507704037,267946,0507 704 037,Galgeneinde 93,3550,,"Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis",Niet beursgenoteerd
5807,ZAKEN- EN IMMOKANTOOR GOFFIN,HOESELT,1,n.b.,690000,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 468 225 137,,BE0507708292,162471,0507 708 292,Industrielaan 32 b.5,3730,,"Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis",Niet beursgenoteerd
5808,SANSUELLE FASHION,HASSELT,1,n.b.,413226,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 26 19 22,,BE0507724130,136007,0507 724 130,Ridderstraat 17 b.1,3500,,Detailhandel in damesbovenkleding in gespecialiseerde winkels,Niet beursgenoteerd
5809,A?TRACT ARCHITECTURE,HASSELT,2,n.b.,469423,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 21 06 66,,BE0507727395,32759,0507 727 395,Gouverneur Roppesingel 15 b.2.1,3500,,Bouwarchitecten,Niet beursgenoteerd
5810,GREEN LOGIX BIOGAS,LOMMEL,11,n.b.,3629036,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 52 14 14,,BE0507730464,1692544,0507 730 464,Maatheide 74 b.A,3920,,Productie van elektriciteit,Niet beursgenoteerd
5811,C & EXPLORE,GENK,1,n.b.,135796,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0507733038,63816,0507 733 038,Nieuwe Kuilenweg 62 b.4,3600,,Overige vormen van onderwijs,Niet beursgenoteerd
5812,TRAITEUR NICO FRUIT,HASSELT,2,n.b.,57337,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 22 88 25,,BE0507769561,98868,0507 769 561,Maastrichtersteenweg 153,3500,,Detailhandel in groenten en fruit in gespecialiseerde winkels,Niet beursgenoteerd
5813,LKC SERVICE,GENK,3,n.b.,719671,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 44 91 05,,BE0507796879,444412,0507 796 879,Troisdorflaan 13,3600,,Verhuur en lease van woon- en bureelcontainers en dergelijke accommodatie,Niet beursgenoteerd
5814,DE PALENBOER,DONK,2,n.b.,861789,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 475 646 153,,BE0507797770,373538,0507 797 770,Grote Baan 30,3540,,Groothandel in hout,Niet beursgenoteerd
5815,JODORMO,OPITTER,1,n.b.,61837,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 24 38 79,,BE0507816081,46129,0507 816 081,Hovestraat 11,3960,,Groothandel in huishoudtextiel en beddengoed,Niet beursgenoteerd
5816,FANSHOPS.BE,HALEN,2,n.b.,1040581,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0507830038,236969,0507 830 038,Nederstraat 18,3545,,Detailhandel via postorderbedrijven of via internet,Niet beursgenoteerd
5817,DAVY GEUSENS,ZUTENDAAL,5,n.b.,634266,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 61 16 94,,BE0507846666,265899,0507 846 666,Bronnenstraat 10 b.0.1,3690,,"Detailhandel in vlees en vleesproducten in gespecialiseerde winkels, m.u.v. vlees van wild  en van gevogelte",Niet beursgenoteerd
5818,VEKEMANS METAALCONSTRUCTIE,GENK,1,n.b.,274578,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 20 45 14,,BE0507879825,110488,0507 879 825,Oud-Termienstraat 6,3600,,Vervaardiging van metalen constructiewerken en delen daarvan,Niet beursgenoteerd
5819,DR. CHRISTOPHE LEYS - DERMATOLOGIE,SINT-TRUIDEN,5,n.b.,2950819,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 68 22 71,,BE0507895364,1020045,0507 895 364,Leopold II straat 38,3800,,Praktijken van specialisten,Niet beursgenoteerd
5820,ISOVERA,KERMT,3,n.b.,492666,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 35 07 82,,BE0507919714,219254,0507 919 714,Diestersteenweg 4,3510,,Schrijnwerk,Niet beursgenoteerd
5821,FABELEC,HOUTHALEN,1,n.b.,241585,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 76 96 33,,BE0507926939,69196,0507 926 939,Snijwitstraat 45,3530,,Elektrotechnische installatiewerken aan gebouwen,Niet beursgenoteerd
5822,RUTGEERTS ? GRAUWELS MANAGEMENT,LANAKEN,5,n.b.,698281,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 71 52 47,,BE0507935154,185688,0507 935 154,Bessemerstraat 274,3620,,Holdings,Niet beursgenoteerd
5823,MIXED FLAVOURS,BILZEN,4,n.b.,342616,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0507950495,94057,0507 950 495,Tongersestraat 51,3740,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
5824,WONDZORGCENTRUM,GENK,3,n.b.,35163,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 488 570 445,,BE0507952079,40802,0507 952 079,Jaarbeurslaan 23.01,3600,,Verpleegkundige activiteiten,Niet beursgenoteerd
5825,VESTAL COMMUNICATIE,KOERSEL,5,n.b.,622584,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 42 08 88,,BE0508441633,465751,0508 441 633,Linkestraat 9,3582,,Adviesbureaus op het gebied van public relations en communicatie,Niet beursgenoteerd
5826,BNE HOLDING,LOMMEL,2,n.b.,1275801,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0508495477,105738,0508 495 477,Biehal 2,3920,,Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering,Niet beursgenoteerd
5827,FLORIGROW,BEVERST,11,n.b.,5500209,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 496 105 465,,BE0508525270,837586,0508 525 270,Hertenweg 19,3740,,Teelt van bloemen,Niet beursgenoteerd
5828,ZEST,HEPPEN,3,n.b.,640156,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 42 58 47,,BE0508525864,128077,0508 525 864,Hoekstraat 28,3971,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
5829,B.S.R. PROJECTS,MAASEIK,2,n.b.,1026978,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 21 34 83,,BE0508529131,181869,0508 529 131,Van Eycklaan 87 4.2,3680,,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
