,Naam,Gemeente,"NACE BEL 2008,
primaire code","Personeelsbestand (Laatste jaar)
Laatst beschikb. jr","Turnover LY
dz EUR
Laatst beschikb. jr","Totaal der activa
EUR
Laatst beschikb. jr",Ondernemingsnummer,Postcode,Adres,Telefoon,Web adres,E-mail adres
7372.,CENTRUM VOOR AMBULANTE REVALIDATIE ACCENT,HEULE,86905,14,n.b.,"2,343,380",0413 208 122,8501,Lagaeplein 12/14,+32 56 36 10 20,,
7373.,DE BROEDERS VAN SCHEPPERS-SINT-ELIGIUSINSTITUUT,ANTWERPEN,85314,10,n.b.,"9,204,330",0413 209 805,2060,Van Helmontstraat 29,+32 3 272 51 40,,sint-eligius@pandora.be
7374.,GDP INTERTRANSPORT,BRUGGE,49410,27,n.b.,"3,383,105",0413 252 860,8000,Korte Gotevlietstraat 5-7,+32 50 31 80 87,,
7375.,DENON,LEUVEN,47114,17,n.b.,"2,419,512",0413 253 256,3000,Brusselsestraat 31,+32 16 22 12 67,,
7376.,TEGELBEDRIJF DAELEMANS,KONTICH,43331,15,n.b.,"2,489,571",0413 268 795,2550,Koningin Astridlaan 98,+32 3 457 37 69,,info@daelemanstb.be
7377.,KARTONNAGE GEYSKENS,AARSCHOT,17210,12,n.b.,"3,247,292",0413 305 122,3200,Nieuwlandlaan 151,+32 16 56 86 36,,
7378.,EUROMAT - AIR,WIJNEGEM,46630,18,n.b.,"8,743,222",0413 312 347,2110,Merksemsebaan 290-292,+32 3 326 24 00,www.euromat.be,nancy@euromat.be
7379.,KINDEROPVANG DE DUINHUISJES,KNOKKE,88911,87,n.b.,"3,968,906",0413 323 037,8300,Bremlaan 37,+32 50 51 19 74,,
7380.,GENKER MACHINENFABRIEK,GENK,28150,33,n.b.,"7,613,876",0413 323 433,3600,Mieënbroekstraat 45,+32 89 36 55 00,,info@gmf.be
7381.,"MONTE ROSA,JEUGDZORG VAN DE ZUSTERS DER CHRISTELIJKE SCHOLEN",KESSEL-LO,87901,65,n.b.,"4,055,679",0413 350 751,3010,Heidebergstraat 249,+32 16 25 80 09,,
7382.,SCHEPPERS-MECHELEN,MECHELEN,85314,16,n.b.,"10,373,293",0413 354 711,2800,Melaan 16,+32 15 28 79 12,,
7383.,DUBOIS,LAUWE,43211,50,n.b.,"3,851,074",0413 387 868,8930,Knokbeeklaan 98,+32 56 42 02 90,,info@duboiscontrol.be
7384.,DARVAN,HOUTHULST,49410,11,n.b.,"5,031,520",0413 393 313,8650,Terreststraat 132A,,,
7385.,GRIZO,PITTEM,46212,20,n.b.,"6,962,357",0413 466 161,8740,Posterijlaan 5,+32 51 46 40 44,,
7386.,TRANSPORT L VAN BOGAERT,HAMME (VL.),49410,24,n.b.,"3,217,731",0413 495 162,9220,Zwaarveld 62,+32 52 49 99 80,www.vanbogaert.biz/,vanbogaert@skynet.be
7387.,B PLUS,AARSCHOT,41201,16,n.b.,"3,011,793",0413 517 136,3200,Nieuwlandlaan 6,+32 16 55 35 60,www.bplusvillas.be,info@bplusvillas.be
7388.,FECAS,BONHEIDEN,47114,13,n.b.,"2,835,949",0413 534 457,2820,Dorp 51,+32 15 51 13 10,,fecas.bvba@pandora.be
7389.,GEBROEDERS HENDRICKX,PELT,43910,50,n.b.,"5,151,757",0413 538 912,3900,Haltstraat 92,+32 11 80 56 40,www.hendrickx-nv.be,info@hendrickx-nv.be
7390.,ELSEN TRAKTOR,AARSCHOT,45193,14,n.b.,"6,850,409",0413 557 916,3200,Nieuwlandlaan 13,+32 16 56 65 44,,elsen.traktor@skynet.be
7391.,HUIZE SINT-AUGUSTINUS,ZUTENDAAL,87901,96,n.b.,"3,942,155",0413 567 220,3690,Schansstraat 10,+32 89 71 40 84,www.vzwhsa.be,
7392.,TRANSPORT T.V.T. VERVOER,ERTVELDE,49410,24,n.b.,"2,516,512",0413 580 680,9940,Monumentstraat 13,+32 2 453 96 18,,
7393.,FIBERTEX,WEVELGEM,13929,17,n.b.,"2,255,202",0413 593 251,8560,Vliegveld 19 b.2,+32 56 43 81 90,www.fibertex.be,info@fibertex.be
7394.,ALBO,AARTSELAAR,46349,20,n.b.,"3,237,408",0413 594 835,2630,Kontichsesteenweg 58,+32 3 449 99 10,www.albo.be,INFO@ALBODRINKS.BE
7395.,BESACO,NEEROETEREN,47112,18,n.b.,"3,238,070",0413 602 852,3680,Ophovenstraat 30,+32 89 86 49 35,,spar.centrumneeroeteren@skynet.be
7396.,TRANSPORT HEIRWEGH,ZELE,49410,39,n.b.,"6,563,118",0413 628 883,9240,Wijnveld 28,+32 52 44 40 64,,
7397.,IMI HYDRONIC ENGINEERING,HINGENE,46742,22,n.b.,"2,885,568",0413 638 385,2880,Cesar Van Kerckhovenstraat 110,+32 3 844 63 77,www.imi-indoorclimate.com,ta.heimeier@tourandersson.be
7398.,WONINGBOUW MERCKAERT,GOEFERDINGE,41201,19,n.b.,"2,102,228",0413 640 365,9500,Marktweg 17/A,+32 54 41 44 30,www.merckaert.be/,woningbouwmerckaert@skynet.be
7399.,MOB MECHANICAL CONTRACTING,SINT-LENAARTS,25300,25,n.b.,"2,855,004",0413 652 936,2960,Vaartkant Rechts 26,+32 3 312 90 10,,mcebelgium@skynet.be
7400.,MOLENHEIDE,HELCHTEREN,55202,42,n.b.,"10,657,525",0413 665 705,3530,Molenheidestraat 5,+32 11 52 10 48,www.molenheide.be,info@molenheide.be
7401.,TAILORMADE LOGISTICS WESTERLO,OEVEL,49410,125,n.b.,"8,400,253",0413 676 690,2260,Van Doornelaan 3,+32 14 56 45 40,www.vervoerzuiderkempen.be,info@vervoerzuiderkempen.be
7402.,ISOCAB,BEVEREN-LEIE,28250,11,n.b.,"10,476,160",0413 684 313,8791,Pontstraat 80,+32 56 73 43 11,www.isocab.be,Info@Isocab.be
7403.,DRIESSEN - POELMANS,BERINGEN,10130,9,n.b.,"2,265,733",0413 686 984,3580,Everselstraat 73,+32 11 42 15 07,,
7404.,CUROSA,GENK,23610,19,n.b.,"3,563,217",0413 693 617,3600,Toekomstlaan 21,+32 11 64 00 41,www.vaheja.be,info@vaheja.be
7405.,BLEIJKO ROESELARE,ROESELARE,23610,16,n.b.,"8,552,012",0413 695 991,8800,Beurtkaai 4,+32 51 27 23 50,www.bleijko.com/nl/company/336/Over-het-bedrijf.aspx,
7406.,AANNEMERSBEDRIJF ROELANDT GEBROEDERS,KIELDRECHT,42110,23,n.b.,"4,281,574",0413 696 090,9130,Petrusstraat 4,+32 3 575 88 36,,
7407.,FALCONS MOTORS,HALLE,45113,10,n.b.,"6,310,500",0413 713 908,1500,Zinkstraat 14,+32 2 356 54 02,,toyota.halle@toyotabelgium.net
7408.,JONGERENZORG ZUID-WEST-VLAANDEREN,SINT-DENIJS,87901,42,0,"6,087,400",0413 774 977,8554,Driesstraat 6,+32 56 46 15 10,,
7409.,ELEKTRO VANASSCHE,KRUISEM,47540,15,n.b.,"4,313,456",0413 787 647,9750,Kruishoutemsesteenweg 242,+32 9 384 14 25,www.selection.be,
7410.,STEENO,VICHTE,28300,38,n.b.,"7,555,241",0413 788 538,8570,Oudenaardestraat 45,+32 56 77 70 01,www.steeno.be,steeno@steeno.be
7411.,HERENKLEDING WELLENS,HERENTALS,47712,38,n.b.,"4,135,580",0413 792 496,2200,Lichtaartseweg 2-1,+32 14 21 14 41,www.wellensmen.be,info@wellensheren.be
7412.,FIBOTRANS,KUURNE,49410,18,n.b.,"3,984,909",0413 814 569,8520,Noordlaan 4,+32 56 35 01 44,,
7413.,DE SPIEGELEER,VELZEKE-RUDDERSHOVE,41201,11,n.b.,"3,900,951",0413 826 942,9620,Romeins Plein 24 26,+32 9 360 08 35,,
7414.,MACOIL COMPANY,ZELE,20590,10,n.b.,"5,173,805",0413 827 536,9240,Drukkerijstraat 15,+32 52 41 03 91,,
7415.,MOEYERSONS,LONDERZEEL,29201,29,n.b.,"4,772,110",0413 830 605,1840,Achterheide 26,+32 52 30 08 21,www.moeyersons.be,info@moeyersons.com
7416.,TRANSPORT VAN EGDOM,HEIST-OP-DEN-BERG,49410,47,n.b.,"2,827,665",0413 839 513,2220,Schoorstraat 40,+32 15 25 06 00,,
7417.,GHEYSENS,SINT-ANDRIES,43999,27,n.b.,"7,378,394",0413 850 302,8200,Waggelwaterstraat 6,+32 50 31 48 14,www.gheysenskranen.be,
7418.,MAEGERMAN W,GROTENBERGE,43320,18,n.b.,"2,504,287",0413 877 224,9620,Industrielaan 21,+32 9 360 24 73,www.maegerman.be,info@maegerman.be
7419.,DE OEVER,WIMMERTINGEN,87901,119,0,"8,271,499",0413 895 634,3501,Smetstraat 19,+32 485 598 968,www.deoever.be,
7420.,CODEMA,KORTRIJK,46900,11,n.b.,"2,678,601",0413 897 713,8500,Schaapsdreef 27,+32 56 22 83 17,www.codema.be,codema@skynet.be
7421.,KUNSTVEILINGEN M BERNAERTS,ANTWERPEN,82990,10,n.b.,"3,823,748",0413 901 869,2000,Verlatstraat 20-22,+32 3 248 19 21,www.auction-bernaerts.com,info.bernaerts@pandora.be
7422.,SB RESTAURANT,GULLEGEM,56101,11,n.b.,"2,960,367",0413 912 460,8560,Driemasten 109,+32 56 41 01 65,www.decuisien.be/,
7423.,J VANDER STOCK,SINT-KRUIS,43221,13,n.b.,"2,475,498",0413 918 695,8310,Moerkerkse Steenweg 549,+32 475 288 962,,
7424.,HOUTHANDEL MOENS,ZAVENTEM,46732,22,n.b.,"5,537,871",0413 926 120,1930,Leuvensesteenweg 658,+32 2 759 59 22,www.moens-houthandel.be,moens@skynet.be
7425.,DRUKKERY VAN DEN EYNDE,BEERSE,18120,28,n.b.,"2,866,086",0413 938 194,2340,Dennenlaan 5,+32 14 61 10 13,,
7426.,WHITEMILK,RONSE,43299,19,n.b.,"5,498,858",0413 967 888,9600,Nieuwe Pontstraat 19,+32 55 20 84 25,www.pandp.be,
7427.,RIBOTRANS,WIELSBEKE,49410,44,n.b.,"6,500,123",0413 991 149,8710,Vaartstraat 2a,+32 56 66 61 05,,info@ribotrans.be
7428.,CLAESEN,BALEN,43211,13,n.b.,"2,373,826",0413 993 228,2490,Benoit Jansenstraat 4,+32 89 41 32 40,www.claesen-verlichting.be,bvba.claesen@skynet.be
7429.,NOBLESSE BENELUX,LONDERZEEL,46620,24,n.b.,"4,017,752",0414 006 391,1840,Neringstraat 2,+32 52 30 09 81,www.noblesse.be,info@noblesse.be
7430.,UZIN UTZ BELGIE - UZIN UTZ BELGIQUE,SINT-DENIJS-WESTREM,46751,15,n.b.,"2,643,048",0414 009 757,9051,Poortakkerstraat 37 b./01.,+32 9 222 58 48,www.unipro.be,verkoop@unipro.be
7431.,DRUKKERIJ BREDERO,MELLE,18120,43,n.b.,"3,761,445",0414 019 853,9090,Brusselsesteenweg 188,+32 9 252 32 32,,vandenhende.bredero@skynet.be
7432.,SANITAIR VANDENWEGHE,ROESELARE,43222,11,n.b.,"2,572,970",0414 046 181,8800,Ardooisesteenweg 264,+32 51 20 18 39,,
7433.,TRUVION HEALTHCARE,TEMSE,46460,15,n.b.,"2,503,192",0414 047 864,9140,Walgoedstraat 12A,+32 3 780 90 30,www.tramedico.be,info@tramedico.be
7434.,CARRO INVEST WAREHOUSING,GROOT-BIJGAARDEN,46735,22,n.b.,"8,478,329",0414 056 871,1702,Alfons Gossetlaan 21,+32 2 481 61 10,www.intercarro.be,luc.bosmans@intercarro.be
7435.,P & O FERRYMASTERS,ZEEBRUGGE,52290,43,n.b.,"2,015,840",0414 062 910,8380,Leopold II-dam 13,,www.poferrymasters.com,
7436.,MEERSMAN BOUWBEDRIJF,BAASRODE,41201,36,n.b.,"4,823,793",0414 100 918,9200,Steenkaaistraat 20,+32 52 33 28 37,,info.meersman@pandora.be
7437.,BEEL DECORATIE,OOSTROZEBEKE,43341,35,n.b.,"2,076,318",0414 104 678,8780,Leegstraat 34,+32 56 66 74 72,www.beel.be,decoratie@beel.be
7438.,CARDA IMMO,NIEL,46900,17,n.b.,"5,382,494",0414 118 239,2845,Tunnelweg 5,+32 3 226 41 60,www.carda.be,info@carda.be
7439.,KINDERDAGVERBLIJF KIND JEZUS,TURNHOUT,88911,29,n.b.,"4,948,263",0414 118 536,2300,Graatakker 4,+32 14 41 19 70,,kdv.kind_jezus@scarlet.be
7440.,HOUTHANDEL VANDENBROUCKE,BEERNEM,46732,17,n.b.,"6,835,226",0414 141 993,8730,Noendreef 1 A,+32 50 78 84 95,www.vandenbroucke.be,
7441.,GARAGE EDWARD MIERS,ASSE,45113,26,n.b.,"2,497,778",0414 229 986,1730,Brusselsesteenweg 333,+32 2 453 97 85,www.miers.be,info@miers.be
7442.,CENTURY BOX,HOEILAART,46900,14,n.b.,"3,876,179",0414 235 035,1560,Raymond Lauwersstraat 13,+32 2 657 18 39,,info@centurybox.be
7443.,HYDREX,ANTWERPEN,33150,26,n.b.,"3,410,312",0414 240 181,2030,Noorderlaan 9,+32 3 213 53 00,www.hydrex.be,info@hydrex.us
7444.,V T V TRANSPORT VAN SCHOONBEEK VAN GRIEKEN,LANDEN,49410,21,n.b.,"4,728,720",0414 246 913,3400,Roosveld 1,+32 11 88 16 17,,
7445.,STOK,TESSENDERLO,42220,15,n.b.,"2,058,609",0414 291 354,3980,Lapseheide 40,+32 13 67 31 65,,
7446.,CLAUWERS,KAULILLE,43999,22,n.b.,"8,926,974",0414 291 453,3950,Kettingbrugweg 48,+32 89 46 64 39,www.clauwers.be/,clauwers.bvba@pandora.be
7447.,ELDIS,IEPER,45310,30,n.b.,"2,984,089",0414 296 995,8900,Dehemlaan 5 A,+32 56 41 50 41,www.eldis.be,info@eldis.be
7448.,FORE,EEKLO,43320,22,n.b.,"2,520,651",0414 308 180,9900,Ringlaan 11,+32 9 372 71 84,www.fore.be,info@fore.be
7449.,AFBRAAKWERKEN VAN KEMPEN,MERKSEM,43110,23,n.b.,"7,157,488",0414 310 061,2170,Westkaai 21,+32 3 568 76 18,,
7450.,STEEVLIET,MELLE,87901,79,n.b.,"9,460,278",0414 311 546,9090,Heusdenbaan 67,+32 9 210 50 60,www.steevliet.be,
7451.,GALOPPIN PAPIER,BOORTMEERBEEK,17210,36,n.b.,"3,648,763",0414 351 831,3190,Leuvensesteenweg 364-366,+32 16 60 73 11,,
7452.,ALTREX BELGIUM,BORNEM,46741,13,n.b.,"2,750,130",0414 358 165,2880,Puursesteenweg 335,+32 3 870 53 43,www.altrex.be,info@altrex.be
7453.,D.S.C.,DROGENBOS,45204,16,n.b.,"4,293,189",0414 360 442,1620,Dorent 38,+32 2 466 11 82,www.volvodesmet.com,info@carr-desmet.be
7454.,SCHOT'S VISHANDEL,ESSEN,47810,17,n.b.,"3,215,711",0414 377 268,2910,Postbaan 67,+32 3 677 31 44,www.schotsvishandel.be,info@schotsvishandel.be
7455.,FAG CREATIVE FOODS,OOSTENDE,10130,16,n.b.,"3,636,614",0414 421 018,8400,Plantijnstraat 8,+32 59 80 70 60,www.fag.be,info@fag.be
7456.,CNOCKAERT,MOORSLEDE,43221,18,n.b.,"2,310,565",0414 432 993,8890,Dadizeelsestraat 173,,,
7457.,BOUWONDERNEMING VERHAEGE,DENTERGEM,41201,14,n.b.,"2,848,312",0414 466 548,8720,Fonteynestraat 1A,+32 51 63 35 94,,
7458.,LEUNEN ORTHOPEDIE,DEURNE,32500,37,n.b.,"3,442,498",0414 492 876,2100,Bisschoppenhoflaan 585,,www.leunenorthopedie.be,info@leunenorthopedie.be
7459.,BOUW- EN COORDINATIE KANTOOR ANDRIES,AALTER,41201,17,n.b.,"4,496,911",0414 520 788,9880,Steenweg op Deinze 55,+32 9 375 09 22,www.bcabouwtbeter.be,bca@bcabouwtbeter.be
7460.,RECON TRUCKS,OOSTENDE,45193,10,n.b.,"2,520,072",0414 546 920,8400,Ankerstraat 14,+32 59 32 09 82,partner.volvocars.be/automobilia-oostende,
7461.,DE CLERCK WIJNEN,KORTRIJK,46341,17,n.b.,"8,859,404",0414 557 511,8501,Bissegemsestraat 65,+32 56 35 65 11,,info@wijnendeclerck.be
7462.,PEVENAGE EN ZOON,ZOTTEGEM,42110,20,n.b.,"3,447,972",0414 572 258,9620,Elenestraat 75,+32 9 360 26 47,www.pevenage.be,
7463.,TRANSHEEZE,ZAFFELARE,49410,45,n.b.,"4,226,746",0414 573 545,9080,Rechtstraat 114,+32 9 355 86 11,www.transheeze.be,info@transheeze.be
7464.,VAROSAN,BERLAAR,43221,12,n.b.,"2,860,011",0414 601 358,2590,Heidestraat 109,+32 3 482 10 32,www.varosan.be,
7465.,CASTELEIN LOGISTICS,REKKEM,49410,17,n.b.,"3,837,474",0414 603 239,8930,Lar 11,+32 56 43 88 88,www.verhaert.com,info@castelein.be
7466.,VERMAKO,TIELT,43320,17,n.b.,"2,838,045",0414 606 902,8700,Careelstraat 11,+32 51 40 10 44,,
7467.,LUMA,MOL,31020,31,n.b.,"7,860,167",0414 615 513,2400,Voortstraat 23,+32 14 81 73 98,www.luma.be,info@luma.be
7468.,GEBRS LAMBRECKS,HASSELT,43120,16,n.b.,"2,178,670",0414 627 884,3500,Herkenrodesingel 87,+32 11 25 48 54,,n.v.lambrecks@scarlet.be
7469.,OPENBARE WERKEN TAVERNIER,SINT-LIEVENS-HOUTEM,42110,17,n.b.,"8,684,738",0414 629 072,9520,Bruisbeke 81,+32 53 62 21 34,,tavernier.nv@pandora.be
7470.,LA LORRAINE TRANSPORT,ALKEN,49410,76,0,"2,723,024",0414 640 851,3570,Industrieter. Kolmen 1514,+32 11 31 20 79,,
7471.,BAM BORMET,NIEUWERKERKEN (LIMB.),27900,20,n.b.,"6,466,363",0414 651 838,3850,Ambachtstraat 1137,+32 11 31 26 56,www.bormet.be,info@bormet.be
7472.,MEUBELEN TORREKENS,DENDERHOUTEM,47591,11,n.b.,"2,737,037",0414 673 020,9450,Advocaat de Backerstraat 61,+32 54 33 70 90,www.meubelentorrekens.be,meubelen.torrekens@pandora.be
7473.,VZW TEN ANKER,WAREGEM,87202,35,n.b.,"2,880,796",0414 679 849,8790,Zuiderlaan 50,+32 56 60 90 84,,
7474.,KAMPENHOUT MOTORS,KAMPENHOUT,45113,13,n.b.,"2,535,029",0414 683 314,1910,Leuvensesteenweg 61,+32 16 65 00 01,www.kampenhoutmotors.be,kamp_mot@dealer.renault.be
7475.,TSB,PELT,47114,11,n.b.,"3,026,914",0414 687 767,3900,Tielenstraat 33,+32 3 888 84 37,www.superpost.be,
7476.,VAN EECKHOUDT,WOLVERTEM,25110,29,n.b.,"4,373,619",0414 696 873,1861,Nieuwenrodestraat 53,+32 15 71 12 88,www.vaneeckhoudt.be,
7477.,LM BELGIUM,MELSBROEK,52230,17,n.b.,"2,070,015",0414 699 051,1820,Vliegveld 63,+32 2 754 17 01,,
7478.,UNIC - MECHELEN,MECHELEN,47114,26,n.b.,"3,314,347",0414 710 335,2800,Eikestraat 80,+32 15 20 40 17,,
7479.,BESOX FINANCE,KNOKKE,64190,9,n.b.,"2,113,835",0414 714 887,8300,Kalvekeetdijk 179 b.7,+32 50 63 07 00,,
7480.,BETONAGGLOMERATEN GUBBELS,MAASMECHELEN,23610,15,n.b.,"4,878,279",0414 720 827,3630,Steenweg naar As 4,+32 89 65 78 85,www.direct-blok-gubbels.be,info@masterbloc.be
7481.,GARAGE NEYT E EN G,LOKEREN,45113,21,n.b.,"5,152,328",0414 723 696,9160,Gentse Steenweg 45,+32 9 340 50 40,www.neyt.be,info@neyt.be
7482.,NOBA,MARTENSLINDE,47716,12,n.b.,"6,373,413",0414 727 062,3742,Riemsterweg 120,+32 89 41 20 26,www.noba.be,info@noba.be
7483.,WILLY CROMMEN,HOESELT,43120,23,n.b.,"2,019,423",0414 773 978,3730,Industrielaan 102 104,+32 89 51 40 21,,
7484.,APC-GROEP,KONTICH,45320,21,n.b.,"2,989,171",0414 788 034,2550,Mechelsesteenweg 297-B,+32 3 458 76 93,,
7485.,ALPHADENT,WAREGEM,46460,9,n.b.,"7,482,046",0414 789 321,8790,Mannebeekstraat 33,+32 56 62 95 30,www.alphadent.be,info@alphadent.be
7486.,HOUBRECHTS BOUWMARKT,ALKEN,47521,13,n.b.,"3,297,430",0414 795 358,3570,Meerdegatstraat 165,+32 11 31 29 31,www.houbrechtsplastie-bouw.be/,
7487.,ASPHALT EQUIPMENT,DEINZE,46731,17,n.b.,"5,614,567",0414 798 823,9800,E3-laan 37,+32 9 386 42 21,www.asphaltequipment.be,info@asphaltequipment.be
7488.,KIESKEUR,OOSTKAMP,47114,36,n.b.,"2,657,570",0414 804 959,8020,Kortrijksestraat 103,+32 50 50 24 20,,kieskeur.desan@skynet.be
7489.,AFSLUITINGEN NOYEZ,ZONNEBEKE,43320,22,n.b.,"2,077,662",0414 818 916,8980,Albertstraat 21,+32 51 77 90 09,www.noyez.com,info@noyez.com
7490.,JA-DIE,WIEZE,47114,16,n.b.,"2,958,824",0414 835 841,9280,Aalstersestraat 79,+32 16 48 83 41,,
7491.,LAMBRECHT NUMMER EEN IN BANDEN - AALST,AALST,45310,15,n.b.,"5,301,134",0414 870 087,9300,Gentsesteenweg 317,+32 53 78 49 49,,
7492.,VERSANI,HEIST-OP-DEN-BERG,46731,13,n.b.,"2,543,090",0414 926 012,2220,Leopoldlei 7A bus 5,+32 14 21 71 10,www.technonet.be/versani,info@versani.be
7493.,ELECTRAMO,MALLE,27110,10,n.b.,"3,641,751",0414 941 452,2390,Industrieweg 14,+32 3 311 65 40,www.electramo.com,info@electramo.com
7494.,ALGEMENE BOUWWERKEN SADONES,NEDERBRAKEL,41203,20,n.b.,"2,187,989",0414 945 412,9660,Industrielaan 19,+32 55 42 37 75,www.sadones.com,info@sadones.com
7495.,HOUTBUIGERIJ ANTOINE VAN HULLE,MALDEGEM,16210,28,n.b.,"6,979,338",0414 964 416,9990,Nijverheidslaan 3,+32 50 71 27 60,www.houtbuigerij-vanhulle.be,
7496.,AIR COMPACT BELGIUM,GENT,46620,10,n.b.,"2,701,769",0414 983 915,9050,Brusselsesteenweg 427,+32 9 230 20 30,www.aircompact.com,info@aircompact.com
7497.,COENJAERTS,ACHEL,43320,17,n.b.,"4,019,223",0414 992 526,3930,Buitenheide 4,+32 11 24 27 39,www.coenjaerts.be,info@coenjaerts.be
7498.,DOE HET ZELF CENTRUM,HERZELE,47521,11,n.b.,"3,427,360",0415 020 933,9550,Hoogstraat 160,+32 53 62 44 95,,doehetzelfcentrum@belgacom.net
7499.,ARCADE,ZEVEKOTE,87901,83,0,"6,352,873",0415 028 752,8470,Zevekotestraat 58B,+32 59 27 09 00,,
7500.,ANTHONIS - VERZEKERINGEN,DEURNE,66220,10,n.b.,"3,243,127",0415 041 422,2100,Gallifortlei 2,+32 3 326 02 22,,info@anthonis-verzekeringen.be
7501.,FORUM,ROESELARE,31020,34,n.b.,"6,035,319",0415 091 605,8800,Meensesteenweg 608,+32 51 27 25 72,,
7502.,DEBAL COATINGS,BEVEREN-ROESELARE,20300,34,n.b.,"8,357,068",0415 109 718,8800,Industrieweg 29,+32 51 30 11 40,,info@debalcoatings.be
7503.,VERVOER FRANS VAN PUT,KONTICH,49410,15,n.b.,"2,259,312",0415 114 666,2550,Groeningenlei 12,+32 3 457 08 53,,info@fvp.be
7504.,MEUBELEN 'T CASTEELKEN,RUMBEKE,47591,21,n.b.,"4,814,845",0415 116 151,8800,St-Petrus en Paulusstraat 2,+32 51 20 98 11,www.casteelken.be,info@casteelken.be
7505.,MPACT,GENT,94999,19,n.b.,"2,362,521",0415 131 393,9000,Koningin Maria Hendrikapl 65 b.B,+32 9 225 06 15,www.taxistop.be,info.smart@taxistop.be
7506.,BECOTON,NIEUWENRODE,46731,26,n.b.,"2,474,498",0415 132 977,1880,Molenstraat 47,+32 15 71 18 39,www.desmedtbeton.be,desmedt.beton@cobonet.be
7507.,OBEN,ZONHOVEN,43320,44,n.b.,"5,598,171",0415 135 056,3520,Wijerstraat 6,+32 11 81 49 06,www.oben.be,info@oben.be
7508.,VAN DEN HENDE,HARELBEKE,46732,11,n.b.,"4,790,537",0415 150 102,8530,Deerlijksesteenweg 182,+32 56 71 19 11,,info@vandenhende.be
7509.,VDL BUS & COACH BELGIUM,BEVEREN-ROESELARE,45192,36,n.b.,"4,767,035",0415 170 292,8800,Vloedstraat 4,+32 51 23 26 06,,
7510.,BAB BAMPS,BRUSTEM,45209,26,n.b.,"3,854,409",0415 170 391,3800,Tomstraat 73,+32 11 70 10 10,www.bab-bamps.be,bab@bab-bamps.be
7511.,JANSSENS - LUYTEN,HEIST-OP-DEN-BERG,43320,41,n.b.,"3,076,983",0415 173 361,2220,Misweg 3B,+32 15 42 34 87,www.luyten-berlaar.be,info@luyten-berlaar.be
7512.,VANOTEX,DEINZE,13200,11,n.b.,"4,922,025",0415 182 170,9800,Filliersdreef 43,+32 9 386 43 63,,vanotex@pandora.be
7513.,VERDUYN L. & CO,KORTRIJK,47721,18,n.b.,"3,888,537",0415 205 827,8500,Lange Steenstraat 24,+32 56 22 48 48,,
7514.,OCTROOIBUREAU ARNOLD EN SIEDSMA,ANTWERPEN,69109,16,n.b.,"2,662,039",0415 209 785,2000,Meir 24,+32 3 213 59 60,www.arnold-siedsma.nl,admin@arnold-siedsma.be
7515.,MAGAZIJNEN HENDRICKX EN ZONEN,WESTERLO,52100,31,n.b.,"9,646,736",0415 255 020,2260,Fabriekstraat 17,+32 15 22 33 23,,tr-hendrickx@skynet.be
7516.,BACOVO,LINT,28291,15,n.b.,"2,358,265",0415 282 734,2547,Lerenveld 2a,+32 3 488 00 88,www.bacovo.be,info@bacovo.be
7517.,RECREATIE- EN CONGRESHOTEL TER ELST,EDEGEM,55100,14,n.b.,"4,194,451",0415 320 148,2650,Kattenbroek 1,+32 3 450 90 00,www.terelst.be,info@terelst.be
7518.,SOC. COMMERCIALE BELGO-MALIENNE - BELG.-MALISCHE HANDELSMAATSCHAPPIJ,ANTWERPEN,52290,11,n.b.,"3,631,911",0415 341 033,2020,Beschavingstraat 13,+32 3 238 23 88,,
7519.,DE SPERWER,LOKEREN,88995,36,n.b.,"4,232,727",0415 344 892,9160,Gentse Steenweg 54,+32 9 348 53 34,,
7520.,TS POLLET-GEKIERE,KORTEMARK,49410,15,n.b.,"2,890,150",0415 356 275,8610,Handzamestraat 105 A,+32 51 56 99 11,,
7521.,LOADING SYSTEMS BELGIUM,DEURNE,25110,32,n.b.,"2,017,550",0415 356 869,2100,Belcrownlaan 13 b.G,+32 3 203 96 96,www.loading-systems.be,info@loading-systems.be
7522.,GEBROEDERS MEERSCHAEGE,ZEVENEKEN,43291,9,n.b.,"2,519,463",0415 383 593,9080,Ambachtenlaan 6,+32 9 326 70 60,,
7523.,TOPFLOOR,HINGENE,47530,24,n.b.,"2,405,601",0415 410 715,2880,Lodderstraat 18,+32 3 889 38 15,www.topfloor.be,info@harol.be
7524.,LIMOCO,OUDSBERGEN,28250,47,n.b.,"5,123,359",0415 434 469,3660,Industrieweg-Noord 1141,+32 89 85 55 21,www.limoco-industries.be,afzuiginstallaties@limoco-industries.be
7525.,VANDENDRIES,VEURNE,47260,15,n.b.,"3,890,120",0415 449 119,8630,Monnikshoekstraat 21,+32 56 84 36 51,,
7526.,LIEVEN DENECKERE,KORTRIJK,43221,24,n.b.,"3,813,548",0415 493 263,8500,Oudenaardsesteenweg 108,+32 56 21 42 45,www.deneckere.be,
7527.,ALGEMENE ONDERNEMINGEN L. MERTENS EN C°,BALEN,41201,12,n.b.,"6,460,081",0415 500 488,2490,Industrieweg 8,+32 14 81 08 71,,
7528.,RECTILIM,HASSELT,25999,9,n.b.,"2,951,639",0415 517 118,3500,Bedrijfsstraat 20,+32 11 25 37 05,,rectilim@skynet.be
