,Naam,Gemeente,"Personeelsbestand (Laatste jaar)
Laatst beschikb. jr","Omzet
EUR
Laatst beschikb. jr","Totaal der activa
EUR
Laatst beschikb. jr",WCM - Naam,Telefoon,E-mail adres,"BvD ID
nummer","Netto toegevoegde waarde
EUR
Laatst beschikb. jr",Ondernemingsnummer,Adres,Postcode,Web adres,"Ibid, omschrijving",Beursnotatie
6209,"DOKTER HANS DECOSTER, CARDIOLOOG EN URGENTIEARTS",HOEGAARDEN,1,n.b.,184838,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 475 653 768,,BE0478504859,67053,0478 504 859,Kloosterstraat 51,3320,,Huisartspraktijken,Niet beursgenoteerd
6210,LU'S PARAGRAPH,KEERBERGEN,2,n.b.,148869,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 15 29 38 00,,BE0478507235,52489,0478 507 235,Achiel Cleynhenslaan 41,3140,,Vertalers en tolken,Niet beursgenoteerd
6211,DEVENTER LOGISTICS,VILVOORDE,35,n.b.,818927,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 257 95 00,,BE0478551280,1445939,0478 551 280,Havendoklaan 12 b.A,1800,,Overige vervoerondersteunende activiteiten,Niet beursgenoteerd
6212,NOTARIS JEAN - LUC PEERS,VILVOORDE,11,n.b.,16231956,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 251 00 97,,BE0478591367,1834879,0478 591 367,Van Helmontstraat 2,1800,,Activiteiten van notarissen,Niet beursgenoteerd
6213,BINDER ENGINEERING,SINT-PIETERS-LEEUW,2,n.b.,1750354,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 300 07 95,info@binder-engineering.be,BE0478596218,225241,0478 596 218,Bergensesteenweg 709 A,1600,,"Groothandel in andere machines en werktuigen, n.e.g.",Niet beursgenoteerd
6214,N & M,HALLE,1,n.b.,129705,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 356 38 20,,BE0478614133,99255,0478 614 133,Vandenpeereboomstraat 34 b.11,1500,,Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte < 100 m²),Niet beursgenoteerd
6215,E.C.S. SIGNALISATIE,TIENEN,7,n.b.,1428328,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 48 09 92,ECS.SIGNALISATIE@BUSMAIL.NET,BE0478616410,372361,0478 616 410,Esperantolaan 7A,3300,www.goudengids.be/ecs,Vervaardiging van andere producten van kunststof,Niet beursgenoteerd
6216,MILAN INVEST,MOLENSTEDE,1,n.b.,4475174,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0478616608,243579,0478 616 608,Kruisstraat 60,3294,,Holdings,Niet beursgenoteerd
6217,APOTHEEK GREET KEYSERS,MEENSEL-KIEZEGEM,2,n.b.,548473,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 63 53 33,,BE0478620071,157885,0478 620 071,Wersbeekstraat 12,3391,,Apotheken,Niet beursgenoteerd
6218,VAARSCHOOL,KEERBERGEN,1,n.b.,555297,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 15 15 14 00,,BE0478621457,184282,0478 621 457,Oudstrijderslaan 48 b.1.1,3140,,Vlieg- en vaaronderricht,Niet beursgenoteerd
6219,MDC,MERCHTEM,5,n.b.,1103756,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 52 38 15 50,,BE0478622051,844824,0478 622 051,Langensteenweg 43,1785,,Holdings,Niet beursgenoteerd
6220,NEWX,LEUVEN,3,n.b.,290901,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 58 19 84,,BE0478640857,363688,0478 640 857,Alfons Smetsplein 3 b.H,3000,,Computerconsultancy-activiteiten,Niet beursgenoteerd
6221,TIP TOP PRINT,WOLVERTEM,3,n.b.,136262,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 460 85 35,,BE0478659069,100772,0478 659 069,Papenboskant 85,1861,,"Detailhandel in dames-, heren-, baby- en kinderboven- en onderkleding en kledingaccessoires in gespecialiseerde winkels (algemeen assortiment)",Niet beursgenoteerd
6222,APOTHEEK SMETS,HERENT,1,n.b.,1659133,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 22 24 36,,BE0478682429,260720,0478 682 429,Wilselsesteenweg 10,3020,,Apotheken,Niet beursgenoteerd
6223,MOBILE SCHOOL,LEUVEN,8,n.b.,756155,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 20 00 85,,BE0478688664,494800,0478 688 664,Brabançonnestraat 25,3000,,Beroepsopleiding,Niet beursgenoteerd
6224,ELLEN DEWULF,MEISE,1,n.b.,827001,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 268 68 68,,BE0478691832,146961,0478 691 832,Alfred Van Campenhoutlaan 55,1860,www.ellen.dewulf.mijntandarts.be,Tandartspraktijken,Niet beursgenoteerd
6225,FLYUS,MACHELEN (BT.),4,n.b.,327003,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 753 57 58,,BE0478709153,393266,0478 709 153,Bedrijven Machelen-Cargo 835 b.9,1830,,Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering,Niet beursgenoteerd
6226,K A D.,HALLE,1,n.b.,1164765,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 361 15 80,kad@pandora.be,BE0478711133,118307,0478 711 133,Goudvinkenlaan 35 b.1,1500,www.kad-awa.com/,Groothandel in kantoor- en schoolbenodigdheden,Niet beursgenoteerd
6227,LUIZ,KAPELLE-OP-DEN-BOS,2,n.b.,377905,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 15 71 45 05,,BE0478720635,35098,0478 720 635,Mechelseweg 151,1880,,Cafés en bars,Niet beursgenoteerd
6228,GEERT DE WITTE,HEKELGEM,2,n.b.,182536,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 53 66 71 87,,BE0478734590,77934,0478 734 590,Fosselstraat 132 B,1790,www.tuinendewitte.be,Landschapsverzorging,Niet beursgenoteerd
6229,DRANKENHANDEL GEERT SWINNENS,SINT-STEVENS-WOLUWE,10,n.b.,2761481,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 720 81 76,,BE0478743696,563314,0478 743 696,Europalaan 90,1932,,"Groothandel in dranken, algemeen assortiment",Niet beursgenoteerd
6230,APOTHEEK TRAP,ITTERBEEK,3,n.b.,486992,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 569 12 41,,BE0478750527,225697,0478 750 527,Herdebeekstraat 119,1701,,Apotheken,Niet beursgenoteerd
6231,LA PIZZAIOLA,KORTENBERG,6,n.b.,38402,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 251 43 19,,BE0478759534,76015,0478 759 534,Leuvensesteenweg 299,3070,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
6232,MOTHERMOO.SE,DILBEEK,1,n.b.,83605,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 15 64 58 63,,BE0478785961,45468,0478 785 961,Kasteelstraat 22,1700,,Detailhandel via postorderbedrijven of via internet,Niet beursgenoteerd
6233,WATTS,OPWIJK,3,n.b.,1375728,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 3 866 52 19,,BE0478825652,330102,0478 825 652,Nijverseelstraat 75,1745,,Elektrotechnische installatiewerken aan gebouwen,Niet beursgenoteerd
6234,PAARDENPUNT VLAANDEREN,HEVERLEE,7,n.b.,538823,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 44 20 00,,BE0478828820,392739,0478 828 820,Ambachtenlaan 23 b.2B,3001,,Bedrijfs- en werkgeversorganisaties,Niet beursgenoteerd
6235,DOKTER CARLA DIEGENANT,SINT-KWINTENS-LENNIK,1,n.b.,1539493,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 532 36 13,,BE0478836342,187037,0478 836 342,Alfred Algoetstraat 6,1750,,Praktijken van specialisten,Niet beursgenoteerd
6236,LUK OSTYN,LEUVEN,5,n.b.,1136824,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 31 64 00,,BE0478836639,513272,0478 836 639,Mechelsestraat 82 b.0001,3000,,Bedrijfsrevisoren,Niet beursgenoteerd
6237,SEGUROS,DWORP,1,n.b.,25033,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 380 17 03,,BE0478866036,53935,0478 866 036,Alsembergsesteenweg 799,1653,,Verzekeringsagenten en -makelaars,Niet beursgenoteerd
6238,MOBIMAN,NIEUWENRODE,1,n.b.,11152941,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 15 23 64 74,,BE0478874449,2542925,0478 874 449,Vaartstraat 28,1880,,Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering,Niet beursgenoteerd
6239,HYDROSCAN,KESSEL-LO,28,n.b.,1921016,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 90 45 29,,BE0478890483,2448604,0478 890 483,Diestsesteenweg 104 A,3010,,"Ingenieurs en aanverwante technische adviseurs, exclusief landmeters",Niet beursgenoteerd
6240,SCHRIJNWERKERIJ VAN RILLAER,BOORTMEERBEEK,1,n.b.,160035,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 60 56 69,,BE0478894443,-5388,0478 894 443,Laarstraat 45,3190,,Schrijnwerk,Niet beursgenoteerd
6241,NEXIOS CONSULTING GROUP,VILVOORDE,69,n.b.,3890261,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 485 987 800,,BE0478895136,3716604,0478 895 136,Medialaan 36,1800,www.nexiosit.com,Computerconsultancy-activiteiten,Niet beursgenoteerd
6242,"TIMMERMANS,MEURIS &CLAES",SCHERPENHEUVEL,8,n.b.,6674823,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 77 23 00,,BE0478937795,1152300,0478 937 795,Molenstraat 46,3270,,Activiteiten van notarissen,Niet beursgenoteerd
6243,P.W.O. VILVOORDE S.W.,VILVOORDE,66,n.b.,766214,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 270 34 01,,BE0478941458,1560423,0478 941 458,Vlaanderenstraat 4,1800,,Activiteiten van industriële wasserijen,Niet beursgenoteerd
6244,SIELO,SINT-GENESIUS-RODE,2,n.b.,1160076,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 354 04 81,,BE0478946012,337660,0478 946 012,Ginstlaan 16,1640,,Adviesbureaus op het gebied van public relations en communicatie,Niet beursgenoteerd
6245,MIGRE,MALDEREN,10,n.b.,747902,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 262 14 84,,BE0478965016,98394,0478 965 016,Broekstraat 13,1840,,"Detailhandel in dames-, heren-, baby- en kinderboven- en onderkleding en kledingaccessoires in gespecialiseerde winkels (algemeen assortiment)",Niet beursgenoteerd
6246,BELISTYLE,ASSE,34,n.b.,6091251,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 609 55 00,,BE0478966501,1496055,0478 966 501,Nerviërsstraat 32,1730,,Schrijnwerk,Niet beursgenoteerd
6247,DE ROMAANSE POORT,LEUVEN,3,n.b.,81522,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 497 423 023,,BE0478973231,40590,0478 973 231,Brusselsestraat 63 B,3000,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
6248,TRANSPORT THEUNIS HANS,RANSBERG,1,n.b.,376606,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 58 01 19,,BE0478982040,79317,0478 982 040,Dorpsstraat 151,3470,,"Goederenvervoer over de weg, m.u.v. verhuisbedrijven",Niet beursgenoteerd
6249,NATU-RAL,KAMPENHOUT,1,n.b.,156403,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 65 64 83,,BE0478988968,79518,0478 988 968,Frijselstraat 40,1910,www.vasteplantenjobogaerts.be,Teelt van bloemen,Niet beursgenoteerd
6250,AFLIESUR,AFFLIGEM,3,n.b.,289499,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 53 66 09 90,,BE0478989760,367224,0478 989 760,Bellestraat 98 b.2,1790,,Verzekeringsagenten en -makelaars,Niet beursgenoteerd
6251,GOSSET HOTEL,GROOT-BIJGAARDEN,4,n.b.,438224,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 466 21 30,info@gosset.be,BE0479001737,79628,0479 001 737,Alfons Gossetlaan 52,1702,www.gosset.be,Hotels en dergelijke accommodatie,Niet beursgenoteerd
6252,MIREC,DWORP,14,n.b.,2258657,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 356 76 37,,BE0479004707,1384369,0479 004 707,Kroondallaan 49,1653,,Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering,Niet beursgenoteerd
6253,CHOISIFIN,HAMME (BT.),1,n.b.,364029,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 770 87 34,,BE0479004905,159501,0479 004 905,Lindestraat 112,1785,,Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte < 100 m²),Niet beursgenoteerd
6254,SILKS,HALLE,2,n.b.,147903,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 356 35 75,,BE0479006982,12896,0479 006 982,Basiliekstraat 107,1500,,Detailhandel in damesbovenkleding in gespecialiseerde winkels,Niet beursgenoteerd
6255,KP DECO,KEERBERGEN,2,n.b.,171341,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 498 204 140,,BE0479010150,140638,0479 010 150,Schrieksebaan 117 A,3140,www.kpdeco.be,Schilderen van gebouwen,Niet beursgenoteerd
6256,TELCONSULT,HOFSTADE (BT.),1,n.b.,752056,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 15 34 00 90,,BE0479010348,112594,0479 010 348,Graaf Cornetstraat 64,1981,,Computerconsultancy-activiteiten,Niet beursgenoteerd
6257,HENRI GODTS,LEUVEN,3,n.b.,532882,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 647 85 48,books@godts.com,BE0479015593,228638,0479 015 593,Heilige-Geeststraat 62,3000,www.godts.com,Detailhandel in antiquiteiten in winkels,Niet beursgenoteerd
6258,BERTH INVEST,HEIKRUIS,1,n.b.,2895688,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 356 04 34,info@berth.be,BE0479016286,179022,0479 016 286,Neerstraat 76,1670,www.berth.be,"Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis",Niet beursgenoteerd
6259,ARTOIS DIRK,HOUWAART,2,n.b.,268284,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 44 78 91,,BE0479059838,157302,0479 059 838,Haldertstraat 16,3390,,"Installatie van verwarming, klimaatregeling en ventilatie",Niet beursgenoteerd
6260,JM LOCATION,SINT-GENESIUS-RODE,1,n.b.,141640,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 673 36 28,,BE0479061917,89,0479 061 917,Molenweg 28,1640,www.jmlocation.be,"Verhuur en lease van vaat- en glaswerk, keuken- en tafelgerei, elektrische huishoudapparaten en andere huishoudelijke benodigdheden",Niet beursgenoteerd
